UserOrganizationId,UserId,OrganizationId
798,797864,415
800,276788,12
805,797864,150
807,797864,419
808,797864,420
809,797864,421
810,797864,422
812,797864,424
828,797864,428
830,797864,429
831,797864,430
832,552761,431
839,797864,434
841,797864,436
842,797864,437
852,797864,439
853,797864,233
854,797864,440
855,797864,441
861,797864,285
864,797864,307
865,797864,197
866,390232,66
870,797864,448
873,797864,449
879,797864,454
882,797864,455
887,797864,459
889,797864,461
891,797864,463
898,797864,466
938,1,484
939,797864,485
940,797864,486
949,797864,489
951,910483,490
952,1,491
953,797864,492
954,797864,9
956,797864,494
959,797864,495
963,797864,497
966,116406,407
967,38005,407
968,99756,407
971,940852,500
984,797864,504
994,1,505
996,669267,507
1014,797864,513
1017,797864,515
1023,797864,521
1028,807734,195
1029,944741,195
1054,797864,532
1063,797864,537
1070,797864,540
1096,797864,550
1106,1,556
1108,474904,558
1116,891844,558
1170,456070,591
1176,957018,595
1180,1,598
1190,495305,607
1194,415537,595
1196,1008906,595
1206,304806,613
1228,627861,621
1271,501249,642
1272,286455,642
1273,107207,642
1274,283587,642
1275,184979,642
1276,505169,642
1277,207776,642
1278,296134,642
1279,10051,642
1280,463751,642
1281,412953,642
1282,82989,642
1284,366730,642
1286,299500,642
1287,251891,642
1288,230084,642
1289,87838,642
1290,19390,642
1291,88428,642
1292,96423,642
1293,557879,642
1294,430268,642
1295,64274,642
1296,494318,642
1297,226693,642
1298,365993,642
1299,479430,642
1300,249079,642
1301,630326,642
1302,149863,642
1303,407384,642
1305,298048,642
1306,372119,642
1307,235355,642
1309,349231,642
1310,321670,642
1311,847127,642
1312,255988,642
1313,340481,642
1314,316057,642
1315,369673,642
1316,149229,642
1317,178864,642
1318,656195,642
1319,358681,642
1320,172966,642
1321,356502,642
1323,161293,642
1324,532347,642
1325,234212,642
1326,397607,642
1327,288796,642
1328,62190,642
1329,16082,642
1330,449319,642
1334,365538,642
1335,66524,642
1337,478535,642
1338,253532,642
1339,505829,642
1340,12433,642
1341,1031161,634
1342,588228,642
1343,89255,642
1344,234015,642
1347,499551,642
1352,44898,650
1357,1015834,595
1378,455584,642
1384,495305,667
1409,1,681
1417,671324,363
1418,1042693,688
1419,1020506,688
1424,168104,675
1430,938845,688
1471,1083123,688
1493,995397,4
1497,157811,41
1500,155673,740
1501,1056333,741
1523,1056333,4
1524,1095143,4
1525,358276,642
1539,350033,57
1552,1115893,764
1557,1,767
1559,1,768
1578,422407,642
1580,579119,642
1581,221772,642
1582,329917,642
1583,292794,642
1584,459137,642
1585,943052,642
1586,408224,642
1587,318757,642
1588,567500,642
1589,155232,642
1590,488567,642
1591,550864,642
1592,57952,642
1593,743064,642
1594,92650,642
1599,530316,642
1600,194753,642
1601,972828,642
1602,865821,642
1603,744554,642
1604,206604,642
1605,246439,642
1606,425159,642
1607,520839,642
1608,494940,642
1609,394451,642
1612,331836,642
1613,500427,642
1614,304662,642
1619,328419,485
1623,869279,642
1628,1083313,431
1629,339993,431
1650,495305,797
1656,484516,801
1661,1132983,806
1663,1132983,807
1673,1132983,814
1675,484516,185
1676,1132983,815
1681,1132983,8
1684,83934,817
1685,32217,817
1686,1132983,19
1687,484516,150
1704,1125827,827
1710,693660,7
1712,1,833
1720,689824,642
1735,1137392,431
1742,484516,848
1743,1164459,221
1745,484516,850
1751,1162990,466
1756,366532,854
1757,3258,855
1758,1162990,17
1760,695979,642
1775,164412,642
1777,1132983,392
1778,1132983,209
1781,1162990,455
1782,484516,865
1786,484516,170
1787,484516,867
1807,484516,874
1808,484516,875
1810,484516,876
1811,484516,877
1839,1197601,893
1843,1132983,895
1844,1163019,494
1845,1163019,466
1846,1132983,223
1865,1,901
1870,1196401,904
1879,495305,909
1885,847012,912
1886,898115,912
1887,1132983,424
1888,1162990,21
1889,1085226,913
1890,1132983,374
1891,998023,4
1892,696813,912
1893,358128,912
1901,1132983,917
1903,1132983,919
1916,52192,926
1917,166871,926
1922,484673,642
1923,484516,928
1924,1132983,227
1925,1162990,929
1926,1132983,930
1933,1132983,933
1937,484516,936
1946,484516,940
1950,484516,147
1951,1132983,147
1959,1132983,150
1961,1227705,188
1962,484516,22
1966,484516,951
1967,484516,952
1968,1056333,953
1976,1132983,957
1977,484516,958
1978,753574,959
1979,1163019,959
1981,1,960
1983,495305,962
1987,941167,966
2001,1132983,540
2002,484516,7
2003,1132983,148
2007,1132983,265
2009,1,975
2020,1132983,980
2026,1216544,988
2032,1132983,992
2033,1132983,993
2034,753574,994
2039,112002,57
2041,1132983,999
2042,1132983,1000
2043,1132983,1001
2046,1241497,1003
2047,1135144,1004
2116,1163019,1020
2117,1282758,1021
2118,1254831,1021
2120,1,1022
2121,67483,1023
2122,1286049,1023
2123,828729,1023
2124,122177,1023
2126,150338,1025
2163,305758,1029
2167,1132983,1030
2178,1294008,1029
2182,534152,642
2189,753574,1036
2211,1,1039
2216,262604,57
2220,1,1042
2234,1316109,1048
2235,194119,57
2236,1087051,57
2243,994956,642
2245,126751,642
2246,206144,642
2247,1008115,642
2251,36583,642
2253,210618,642
2261,960971,642
2271,772308,57
2272,59561,4
2273,916143,57
2280,459082,1056
2282,187516,1056
2283,530635,1056
2284,537059,1056
2285,1056596,1056
2290,1329946,57
2291,251597,57
2298,688913,57
2299,504053,57
2300,1331991,57
2302,649911,642
2312,1343058,912
2330,1320761,1075
2331,1354274,1075
2332,1353942,1075
2333,1354810,188
2334,1056333,1076
2335,1357115,1075
2338,1355611,1075
2397,1298834,1096
2398,1378320,1097
2402,1162990,170
2403,1378904,1098
2404,1378991,1098
2405,1378966,1098
2406,1056333,1099
2416,1121156,1102
2417,1246456,1102
2418,1382657,1102
2419,1120830,1102
2420,1382724,1102
2440,1387277,1118
2441,1275601,1118
2442,151877,1118
2444,484516,1120
2459,140316,1143
2460,301647,1143
2461,265968,1144
2462,2987,1144
2463,873819,1144
2465,484516,1146
2466,251135,621
2475,237956,642
2476,1414774,1102
2477,1414748,1102
2478,1414773,1102
2479,1415268,1102
2480,1414989,1102
2482,1415184,1102
2483,1415190,1102
2484,1415187,1102
2485,1415193,1102
2486,1415212,1102
2487,1414807,1102
2496,1132983,466
2499,1355888,1154
2500,1360275,1154
2501,304806,1155
2508,1269998,1158
2511,1193910,1160
2512,14069,1160
2513,4324,1160
2514,4788,1160
2515,1418456,1102
2532,695994,642
2543,166871,1166
2545,1435721,1167
2547,495305,1169
2552,1343648,1166
2562,1315079,4
2565,1309432,4
2566,1178699,4
2569,1132983,4
2580,280325,1181
2581,1154163,1181
2601,1132983,1192
2603,1162990,1193
2605,9642,1075
2608,1132983,1197
2611,585429,1025
2613,1473307,1025
2614,1229484,1200
2619,1132983,1204
2620,474519,1205
2621,350242,1200
2629,484516,1212
2638,660909,1200
2639,413120,1200
2645,484516,1099
2646,40441,1218
2647,685745,1218
2648,693021,1218
2649,1095143,1220
2659,1506971,1225
2662,484516,1227
2663,1314380,1228
2668,494677,1218
2686,1160121,1240
2687,529576,1240
2711,1542483,1250
2714,1542483,1253
2717,702781,1200
2734,1548646,1256
2737,1548646,1258
2747,1293614,1258
2754,1551512,1200
2763,1086491,1271
2769,254083,1275
2770,144035,642
2771,1179769,642
2772,181794,642
2774,930179,642
2775,66669,642
2776,537017,642
2778,291479,642
2779,641277,642
2780,355969,642
2781,550553,642
2783,541801,642
2784,215249,642
2788,420178,642
2792,1337678,1275
2793,753323,642
2794,809513,642
2795,513081,642
2799,1405548,1275
2801,1571708,1285
2812,1488634,1290
2821,1582661,1295
2822,1240410,1296
2823,101712,1297
2824,1584034,829
2829,1248466,642
2830,667740,642
2839,1589276,1303
2842,495305,1304
2843,1277206,642
2851,1488634,4
2855,753574,1313
2858,651695,1315
2861,1451373,1316
2863,495305,1318
2869,1620385,1167
2873,315018,1160
2874,1612335,445
2875,315730,445
2876,1612393,445
2878,548655,642
2879,853836,642
2884,526714,642
2885,312568,1330
2886,628923,1330
2887,353421,1330
2897,177302,1330
2898,67901,1330
2915,484516,1348
2927,314834,1356
2928,1600007,1356
2930,1635810,1358
2931,1631599,1102
2932,1321164,1359
2933,1275601,1359
2934,770427,1360
2935,1273033,1360
2936,1323919,1360
2937,854244,1360
2938,1313451,1360
2939,842069,1360
2940,1147667,1360
2965,753574,1374
2967,1655075,1376
2970,1631822,1330
2973,368997,1380
2975,1639746,1382
2976,166611,1382
2991,949803,1391
2993,1591620,1393
3012,1671039,1330
3013,160491,1403
3014,1671084,1403
3015,1671099,1403
3016,1671023,1403
3017,1671088,1403
3018,1668800,1403
3019,1671089,1403
3020,1670929,1403
3021,1671095,1403
3022,1668340,1403
3023,1364308,1403
3024,1671100,1403
3025,1668857,1403
3026,1668818,1403
3027,1671094,1403
3028,1668829,1403
3029,1671085,1403
3030,1671091,1403
3031,1671097,1403
3032,1671109,1403
3033,1671098,1403
3034,1671096,1403
3042,1674231,1317
3044,362695,1317
3045,1674879,1317
3047,770996,1317
3050,1437939,1167
3061,1665283,1403
3062,1630151,1412
3066,473700,1416
3067,753574,1417
3070,1209716,1419
3087,1121814,1380
3088,357247,1380
3089,1710228,1426
3096,275041,1432
3102,1630151,1437
3128,1200989,1416
3163,484516,1477
3165,669267,1479
3169,1717291,817
3170,254309,817
3174,744301,642
3175,296161,642
3194,1748246,1501
3196,1729570,1437
3204,1105132,1509
3205,1745745,1510
3207,810225,1512
3208,1751342,1512
3209,1743904,1509
3210,1745745,1513
3211,1745745,1514
3231,1749310,1520
3241,1770740,1524
3243,1112608,1526
3258,484516,1530
3265,259561,1536
3271,699711,1538
3275,1788825,1538
3276,1788818,1538
3277,1788939,1538
3281,1267402,1543
3282,1788819,1538
3283,1296980,1538
3297,1802094,1553
3315,1816047,1538
3320,573148,1403
3321,14982,1403
3323,166871,1566
3324,1519419,1566
3325,1837511,1567
3327,1314380,1568
3328,1314380,1569
3329,1314380,1570
3337,1314380,1572
3338,1314380,1573
3342,1736235,1575
3357,484516,1585
3359,484516,1318
3361,1056333,1588
3363,1812674,1590
3366,1870067,1593
3367,1526108,1593
3368,1870156,1593
3370,1727163,1595
3377,1333497,855
3378,1333458,855
3379,1333571,855
3381,1086507,1602
3382,660805,1602
3383,1790775,1602
3384,1343843,1602
3389,1727163,1606
3392,1727163,1609
3395,1727163,1612
3397,1809621,1602
3398,1185516,1602
3401,1882172,1602
3408,1715872,1403
3409,1674964,1403
3413,603584,1623
3430,130197,1318
3431,17160,1632
3441,1091466,1638
3442,1789833,1639
3446,851549,1643
3447,1269512,1643
3448,1120410,1643
3449,1106264,1643
3450,1479105,1643
3451,1920530,1643
3452,1920732,1643
3454,1908089,1645
3456,498513,1645
3457,1094798,1645
3458,621251,1645
3461,1517960,1645
3462,1510073,1645
3463,1515169,1645
3468,1828620,1650
3472,1087653,1653
3473,1225793,1654
3476,155044,57
3477,279166,57
3478,1932632,1654
3479,1932647,1654
3482,1795440,1657
3485,1880266,1657
3499,1922556,1665
3503,6979,1643
3517,1870734,1675
3519,1263909,1676
3520,728726,1643
3521,1468038,1144
3527,1739836,1654
3536,1960785,1684
3547,804967,1693
3548,1940534,1693
3566,534045,1704
3572,1921251,492
3573,1505231,1707
3574,892849,1707
3575,187285,1707
3576,825385,1707
3577,1993822,1707
3578,894334,1707
3579,1993955,1654
3580,67483,1708
3581,1993875,1654
3599,484516,1720
3604,2006394,1720
3605,2008225,1720
3610,1056333,1726
3611,1727163,959
3615,1608433,1729
3616,1604913,1729
3617,1608996,1729
3618,1608450,1729
3627,339179,1735
3632,1964101,1737
3634,1538877,1729
3640,345775,642
3641,894165,642
3642,368987,642
3643,622729,1742
3646,1380377,1742
3649,2025639,1737
3650,2011417,1737
3666,1314380,1304
3677,1056333,1761
3681,1056333,1764
3682,2063115,1765
3691,263098,1609
3692,1314380,1609
3693,1772071,1609
3694,484516,1609
3698,566961,1771
3699,2064681,1771
3700,2064864,1771
3701,1258819,1771
3707,232403,1776
3710,2087171,1778
3715,2087668,1781
3717,97977,1360
3724,1056333,1785
3727,2092189,1575
3732,1727163,227
3733,313148,1789
3734,2080166,4
3737,2096304,3
3741,1727163,19
3747,1772071,19
3748,1314380,19
3749,484516,19
3750,495305,19
3751,998023,19
3752,2109651,1799
3753,2109856,1800
3754,1077850,1653
3755,1056333,1801
3756,2111708,1802
3762,1952004,1609
3763,1064708,1056
3764,263098,227
3765,2037175,1806
3769,495305,227
3772,1412097,1809
3774,1056333,1810
3776,2119428,1812
3777,1698704,1809
3778,2122817,1813
3779,2123038,1813
3780,2123050,1813
3781,2123054,1813
3787,1056333,1817
3789,2125415,1813
3802,2123296,1813
3803,2124329,1813
3816,1314380,227
3817,1772071,227
3818,484516,227
3841,484516,1304
3843,1595389,642
3844,171873,642
3845,350799,642
3846,934290,642
3847,720243,642
3850,755839,642
3860,1772071,1606
3861,484516,1606
3862,1314380,1606
3863,263098,1606
3867,1727163,1840
3870,263098,1840
3873,83264,1845
3876,2018393,1846
3877,908283,1846
3887,1727163,265
3888,1772071,265
3890,1314380,265
3895,1727163,22
3896,1772071,22
3897,263098,22
3898,149361,1846
3901,2165085,1800
3912,2042823,1860
3913,1772071,1304
3914,2133738,1861
3915,263098,1304
3924,604469,642
3925,1066266,642
3926,2119447,1866
3930,2189311,1868
3938,363703,642
3942,2194872,1876
3943,535639,1776
3944,880113,1776
3945,475808,1776
3946,1288752,1776
3947,787066,1776
3950,1579241,1776
3951,1354209,1776
3952,682074,1776
3954,1275910,1776
3967,484168,1776
3971,1772071,1878
3972,1727163,1878
3973,1314380,1878
3974,484516,1878
3980,2198034,1881
3981,532748,1776
3985,2200377,1876
3989,1966677,1884
4026,2205377,1602
4027,1810884,1602
4030,1253728,1884
4031,2188231,1891
4069,1727163,532
4076,2225416,1907
4081,1772071,532
4082,998023,532
4087,1304679,1911
4088,263098,532
4090,1727163,12
4092,1552270,1914
4093,2163706,1911
4095,2133738,1916
4096,1772071,12
4097,1727163,223
4099,263098,12
4100,1162990,532
4101,484516,532
4102,1314380,532
4103,1957634,532
4108,1314380,223
4109,1314380,12
4110,484516,12
4111,484516,223
4129,1048243,1776
4138,1727163,1933
4140,1772071,223
4152,465880,642
4153,2201395,1939
4154,850927,1940
4155,1372606,1940
4156,1374398,1940
4157,721272,1940
4158,2185755,1941
4159,1274200,1941
4161,1549225,1942
4164,1,4
4165,2222773,183
4166,2274454,1942
4167,2274415,1942
4168,682191,642
4175,1541931,1949
4176,1,1933
4189,1541931,190
4197,2233413,1102
4198,1727163,170
4199,1,170
4224,484516,1964
4225,2179464,1964
4229,2287694,1967
4230,2305640,1967
4249,1670436,1977
4250,2313269,1977
4251,2313286,1977
4261,2314252,1977
4262,2314256,1977
4275,1727163,1983
4277,263098,1933
4278,1,1983
4279,2318725,1977
4295,1965938,1977
4296,2325912,1977
4297,2325953,1977
4299,2308695,1989
4322,1772071,158
4324,1314380,158
4325,484516,158
4330,116245,2004
4333,2340629,106
4354,1314380,1933
4355,484516,1933
4356,1772071,1933
4357,1314380,1983
4358,1772071,1983
4359,484516,1983
4370,2279017,2021
4371,1537064,2021
4372,2354123,2021
4374,280381,2022
4384,2359558,1914
4385,2358001,2022
4386,280381,2027
4387,2358001,2027
4388,172561,2027
4394,2363642,2031
4395,345409,2022
4396,1637980,2022
4403,309364,642
4405,776370,2034
4406,380546,2035
4407,1716339,2036
4413,1414757,2034
4414,2237512,2034
4415,2209671,2034
4416,1608778,2034
4417,2214783,2034
4418,1745134,2034
4419,2257888,2034
4420,2241379,2034
4421,2258551,2034
4423,2209875,2034
4424,2245349,2034
4425,2020033,2034
4426,2209713,2034
4427,1013789,2034
4428,1310587,2034
4429,2245405,2034
4430,2237511,2034
4431,1404842,2034
4432,1792707,2034
4433,1963818,2034
4434,2210634,2034
4435,2210312,2034
4436,1702210,2034
4437,2204052,2034
4438,1217671,2034
4439,1240644,2034
4440,2219167,2034
4441,2068228,2036
4442,1957634,1933
4444,1409804,1776
4491,1727163,2054
4506,1727163,185
4518,2102373,2068
4519,128532,2069
4535,1727163,457
4536,263098,457
4537,495305,2068
4538,1314380,457
4539,1314380,170
4541,430820,2079
4542,2014329,2079
4556,2133738,2084
4561,2170792,2087
4562,2438859,2087
4583,2354543,2099
4584,2446160,2099
4594,2167770,2079
4598,1482010,1693
4599,2299667,1693
4600,605550,1693
4601,1947011,1693
4602,2304226,1693
4603,1384838,1693
4604,2214940,1693
4605,1853246,1693
4606,2290926,1693
4607,2287463,1693
4608,2287530,1693
4612,864116,2110
4617,2472928,2114
4618,1415483,2114
4619,2088614,2114
4623,2106453,2114
4624,1085104,2114
4631,484516,2120
4633,1727163,2122
4635,1896715,2114
4637,1314380,2054
4638,1314380,185
4643,1,2127
4644,1727163,2127
4645,1772071,2127
4664,1727163,2137
4665,1772071,170
4666,1772071,457
4667,1772071,185
4695,1772071,2054
4696,2415458,2145
4738,2205222,2169
4739,2133738,2170
4743,484516,457
4746,139330,2176
4747,263098,2177
4756,2143876,2022
4757,2552510,2177
4758,484516,2177
4760,2430178,2183
4761,1058538,2183
4772,2016269,2188
4774,2547604,2188
4779,2082010,1765
4780,93682,642
4792,1286127,2176
4815,2598973,106
4819,824934,2210
4820,2298609,2210
4825,2603115,106
4858,475808,2240
4859,535639,2240
4860,232403,2240
4861,2624551,2240
4862,2070570,2241
4863,2422144,2240
4864,2626927,2240
4865,2626932,2240
4866,2185920,2240
4867,2626939,2240
4868,2423147,2240
4869,2626937,2240
4870,2422165,2240
4871,2626955,2240
4872,616678,2240
4873,2626928,2240
4874,630219,2240
4875,2626923,2240
4876,2626950,2240
4877,2626925,2240
4878,1988639,2240
4880,2626971,2240
4881,495305,2241
4883,1837923,2170
4892,2617617,1776
4895,995397,2247
4898,2623693,2250
4899,1727163,158
4902,1309675,2240
4930,83264,2269
4931,393135,2269
4934,1934014,1653
4935,1928400,1653
4947,1,1609
4948,1,2137
4949,1,223
4950,1,1612
4953,1,265
4954,1,959
4955,1,1878
4957,1,1595
4959,1,457
4960,1,2122
4961,1,227
4962,1,1606
4966,1,532
4967,1,1840
4968,1,2054
4973,2133738,2283
4988,2677389,2293
4989,2526061,1602
4990,1911261,1602
5003,2505942,1391
5004,2527181,1391
5008,2133738,2301
5009,263098,2137
5010,1772071,2137
5014,2006700,2304
5015,1496622,2304
5016,1512590,2304
5017,1928515,2304
5022,2680939,2307
5023,484516,2137
5024,1314380,2137
5025,1162990,2137
5026,1957634,2137
5038,251108,2318
5040,1527113,2318
5044,2682238,2321
5045,2668386,2321
5049,2135247,2318
5053,2633647,1765
5054,1784734,2326
5055,2038796,2326
5057,2707955,2328
5059,328514,2329
5061,2697732,2331
5062,279640,2331
5065,1304825,2329
5084,1818180,2326
5109,2734816,2326
5121,833757,642
5124,701996,2363
5125,876878,2363
5126,878726,2363
5139,656593,2370
5150,1628704,2378
5151,1181074,2378
5152,2325278,2378
5172,1772071,2122
5174,2781690,2396
5181,2192068,2399
5182,2728294,2399
5184,2766201,2034
5214,1727163,1304
5225,1344959,2422
5230,2131418,1776
5231,1747396,1776
5232,2024851,1776
5233,2600950,1776
5241,2799149,2422
5242,574447,2422
5249,494318,2436
5250,744710,2436
5283,2040319,2451
5284,2036307,2451
5285,1357160,1776
5286,1420905,1776
5287,2758119,1776
5288,2730619,1776
5289,1031503,1776
5290,100119,1776
5291,1473087,1776
5292,1888614,1776
5294,1671009,1776
5300,2849731,2456
5311,1059495,1776
5328,2866113,1776
5333,2858284,1776
5334,1202696,1776
5335,1651215,1776
5336,1469189,1304
5339,873159,1776
5341,698562,1776
5380,2781352,2499
5417,2903648,2521
5418,2908315,2521
5419,1503253,2521
5421,2920905,1776
5426,2892938,2525
5427,2215346,2525
5428,2649197,1776
5432,1324622,1453
5433,1716037,1453
5449,1727163,1623
5464,727004,642
5465,1192776,642
5471,836544,642
5472,203630,642
5473,312118,642
5474,1857603,642
5475,536494,642
5476,676559,642
5477,1209886,642
5478,688766,642
5479,252182,642
5493,2011241,642
5496,331050,2547
5499,2718307,1765
5500,421,642
5503,1962718,642
5504,2052411,2547
5505,1451372,2547
5512,707270,2547
5515,406292,2556
5518,2974821,2396
5519,2351317,2558
5521,277395,2547
5543,995397,2567
5545,2998575,2569
5546,646110,2547
5565,1909141,2576
5566,2983519,2576
5567,2987252,2576
5569,1364892,2577
5570,1364901,2577
5571,2711074,2577
5597,603584,2602
5602,1484870,2240
5604,3033315,2577
5616,3013795,2613
5617,3044646,2613
5627,2861624,2621
5636,2979785,2396
5637,3058512,2396
5644,1727163,2629
5645,1727163,2630
5646,1524123,2631
5647,833969,2631
5649,944172,2631
5650,968862,2632
5651,3063742,2632
5652,1626686,642
5656,2576547,642
5657,3063117,2632
5658,250855,2635
5660,1727163,2637
5661,1727163,2638
5662,1727163,406
5664,2941799,2635
5675,3070992,2331
5699,2839240,1623
5700,3099543,1623
5705,171499,642
5706,364812,642
5707,3070481,2632
5708,100379,2662
5711,1051827,2665
5712,1529479,2665
5735,3129429,2632
5736,2755695,642
5740,3070360,2632
5741,2133738,2681
5744,3138958,1313
5748,2679105,2686
5771,3171164,190
5778,1946107,2701
5780,1279146,2703
5781,878726,2703
5793,2186688,1866
5801,2139476,642
5808,3203702,2716
5810,195589,2703
5822,1445422,2726
5823,356919,2726
5831,791012,912
5834,3201656,1167
5835,603584,2734
5848,2133738,2738
5859,3244450,2745
5894,1217076,2769
5895,1524123,2769
5896,2532693,2769
5900,3277855,2769
5902,2974738,2769
5914,1471663,2781
5922,3045687,2788
5927,2201395,2792
5946,2059245,2802
5947,880440,2802
5977,1647600,2823
5978,1652432,2823
5979,1357589,2823
5985,3320303,2701
5992,995397,2833
6026,1330987,2858
6027,590419,2858
6047,603584,2872
6067,2133738,2888
6074,2133738,2893
6075,1961288,2893
6128,995397,2931
6135,3385658,1167
6139,494318,2940
6140,96423,2940
6141,66235,2940
6144,61868,2940
6173,3339016,2962
6174,3333422,2962
6175,3414591,2962
6196,3337677,2981
6197,332827,1776
6202,670145,2983
6203,741705,2983
6204,788264,2983
6205,745517,2983
6232,2720689,3007
6233,1987713,3007
6234,1991328,3007
6245,1095143,3016
6246,2595055,3007
6247,2114970,3007
6248,2692417,3007
6252,3454488,3020
6253,3454536,3020
6255,3454591,3020
6256,2165817,3007
6260,3455008,3007
6261,1201620,3007
6271,3460525,3007
6295,3474134,3020
6297,178864,2940
6299,1677350,2940
6300,263042,2940
6301,1727163,3051
6302,1727163,3052
6303,1727163,3053
6309,1727163,3059
6317,1890077,3007
6319,760786,3068
6321,3026687,2858
6323,549950,642
6334,3492107,3020
6337,1727163,3081
6370,3482382,3107
6371,2606282,3107
6372,2127415,3107
6387,672392,3114
6388,3144035,3114
6389,3510493,3114
6432,3527499,3146
6447,2736499,3158
6466,3542838,3172
6475,1727163,540
6486,3501562,540
6487,3501398,540
6488,3501396,540
6489,3501500,540
6490,3501527,540
6491,3501390,540
6492,3501509,540
6493,3524327,540
6494,3548011,540
6495,3501555,540
6496,3501415,540
6497,3501389,540
6498,3501538,540
6499,3501536,540
6500,3501543,540
6501,3501386,540
6502,3501394,540
6503,3501400,540
6504,3501431,540
6505,3501351,540
6508,343283,3191
6514,868755,3146
6518,3295277,2716
6519,622430,2716
6523,3295277,3201
6524,622430,3201
6525,2400676,3201
6526,3103882,3201
6544,2226840,3217
6556,3462022,3228
6557,3500739,3228
6558,3461944,3228
6570,3545807,2981
6574,2858272,3239
6607,3588824,1304
6608,1246120,1304
6638,3474589,3289
6649,3599578,2781
6650,2351667,2781
6651,2214986,2781
6652,3603949,2781
6654,3606632,1426
6655,1,540
6673,1049521,3309
6674,1061417,3309
6675,1167538,3309
6676,1917596,3309
6838,1613307,3467
7040,1373060,1426
7051,1144200,3289
7053,78585,3289
7054,1377240,3289
7056,1208936,3467
7057,1458318,3467
7058,393742,3289
7077,995397,3695
7089,1464359,3706
7090,894282,3706
7091,2379721,3706
7102,3156145,3716
7124,3501351,185
7125,3501386,185
7126,3501389,185
7127,3501390,185
7128,3501394,185
7129,3501396,185
7130,3501398,185
7131,3501400,185
7132,3501415,185
7133,3501431,185
7134,3501500,185
7135,3501509,185
7136,3501527,185
7137,3501536,185
7138,3501538,185
7139,3501543,185
7140,3501555,185
7141,3501562,185
7142,3524327,185
7143,3548011,185
7144,2133738,3724
7145,3569096,2635
7146,3501351,2137
7147,3501386,2137
7148,3501389,2137
7149,3501390,2137
7150,3501394,2137
7151,3501396,2137
7152,3501398,2137
7153,3501400,2137
7154,3501415,2137
7155,3501431,2137
7156,3501500,2137
7157,3501509,2137
7158,3501527,2137
7159,3501536,2137
7160,3501538,2137
7162,3501543,2137
7163,3501555,2137
7164,3501562,2137
7165,3524327,2137
7166,3548011,2137
7167,1727163,2635
7168,1314380,4
7169,2133738,3725
7170,603584,3726
7171,1,2629
7172,1,2638
7173,1,2637
7174,995397,3727
7175,1622856,3726
7176,405446,3726
7177,3501351,1304
7178,3501386,1304
7179,3501389,1304
7180,3501390,1304
7181,3501394,1304
7182,3501396,1304
7183,3501398,1304
7184,3501400,1304
7185,3501415,1304
7186,3501431,1304
7188,3501500,1304
7189,3501509,1304
